population,householdsize,agePct12t29,agePct65up,medFamInc,PctPopUnderPov,MedRentPctHousInc,TotalPctDiv,PctLargHouseFam,pctUrban,PctHousOccup,ViolentCrimesPerPop
13116,2.44,32.43,9.06,35602,11.52,144,13.2,2.34,100.0,92.39,0.0
16881,2.81,24.67,1.66,62218,2.51,260,9.15,2.91,0.0,93.64,0.0
17715,2.7,19.48,16.5,62302,1.74,235,5.22,3.5,100.0,98.34,0.0
131723,3.61,32.83,6.19,34751,18.43,219,11.11,21.98,100.0,94.74,4.07
32520,2.47,23.19,17.02,31016,10.65,118,8.74,4.0,0.0,95.75,0.0
44654,2.76,26.56,14.38,25231,21.62,148,13.03,7.19,0.0,88.78,0.0
11604,2.98,27.7,7.7,50901,2.87,151,7.69,4.17,0.0,91.45,0.0
19807,3.08,30.08,7.33,56790,4.0,378,6.73,5.15,74.01,95.95,0.0
10040,2.6,26.11,11.8,25501,19.76,111,14.64,7.33,0.0,93.99,0.0
11553,2.05,53.03,4.06,35632,29.43,130,9.6,1.04,100.0,92.29,0.0
33429,2.79,26.14,6.63,53795,2.72,168,7.88,4.37,100.0,96.67,0.0
175795,2.42,27.86,11.13,34347,14.62,156,14.4,4.72,100.0,89.6,4.0
17457,2.6,24.79,14.79,25321,25.98,151,14.53,5.64,0.0,90.45,0.0
29034,2.27,25.56,17.05,23699,21.65,148,16.79,3.25,100.0,93.52,0.0
12476,2.96,30.86,11.5,22642,25.98,166,12.03,6.75,100.0,90.37,0.0
19154,3.09,27.32,6.81,29432,22.96,173,12.6,10.95,0.0,92.51,0.0
61840,2.38,24.51,17.36,26810,18.64,115,12.33,4.2,100.0,90.69,6.45
45048,2.75,24.83,17.97,35996,16.09,227,8.54,10.49,97.87,91.41,6.38
14638,2.46,28.04,11.76,33040,9.92,104,11.12,3.27,100.0,96.97,0.0
12236,2.53,23.47,11.92,49697,4.54,158,8.2,3.26,100.0,95.42,0.0
70218,2.99,41.2,5.31,23435,21.73,156,14.78,5.18,100.0,88.32,2.9
49998,2.48,26.48,13.09,28424,15.48,125,16.08,8.32,100.0,91.04,3.92
56958,2.68,30.02,8.45,42031,6.13,195,10.66,4.05,100.0,96.24,0.0
19661,2.66,27.07,9.32,39847,5.82,119,11.76,2.91,100.0,96.18,0.0
19163,3.12,31.28,11.18,49060,4.34,306,6.38,3.46,83.02,97.24,0.0
12756,2.44,21.61,19.79,28927,19.92,144,10.42,4.28,0.0,87.18,0.0
11037,2.6,23.46,14.05,29495,13.39,144,11.24,3.49,0.0,93.83,0.0
34738,2.8,24.73,14.34,40810,5.46,192,9.35,6.45,100.0,97.57,0.0
12551,2.61,23.66,10.49,53673,2.12,156,7.36,3.3,100.0,95.52,0.0
13367,2.38,22.89,19.47,27909,17.25,127,12.09,1.94,0.0,94.72,0.0
13597,2.47,20.6,17.98,65437,1.73,413,6.58,3.39,100.0,96.36,0.0
12929,2.48,26.73,14.94,30546,16.3,139,13.08,5.04,0.0,94.08,0.0
196637,2.74,29.7,10.48,28401,22.68,200,13.3,7.57,100.0,90.54,4.0
41333,3.27,35.99,6.46,34200,14.28,204,12.21,16.47,100.0,95.61,0.0
15849,2.83,20.91,12.62,59483,1.8,364,6.07,2.63,100.0,96.36,0.0
15004,2.8,27.11,10.46,44949,4.15,161,9.52,5.96,100.0,93.13,0.0
22922,2.25,33.17,12.46,42598,6.66,101,12.13,1.71,100.0,94.99,0.0
24850,2.77,24.15,12.4,53022,8.42,345,11.38,9.02,100.0,95.32,0.0
182044,2.51,29.63,12.01,24819,26.53,149,17.53,6.17,100.0,90.42,2.37
68223,2.34,22.85,17.63,43260,4.98,216,13.18,4.44,100.0,96.49,0.0
11708,2.78,28.19,6.59,40059,4.04,151,11.15,2.58,100.0,94.07,0.0
13887,2.87,27.67,10.05,33389,11.94,128,11.54,8.85,0.0,93.29,0.0
12687,2.51,21.53,20.52,23507,18.95,148,14.02,3.7,0.0,90.19,0.0
22519,2.78,29.77,7.7,35198,9.83,140,10.78,3.97,100.0,91.73,0.0
12403,2.7,27.88,6.77,55048,1.55,194,7.87,3.73,97.55,93.9,0.0
48718,2.51,24.85,13.51,56684,7.68,391,10.22,6.36,100.0,93.81,1.0
23928,2.6,26.78,10.77,28830,14.87,150,13.82,4.03,100.0,85.33,0.0
11143,2.99,29.18,6.09,43057,7.0,139,8.52,4.77,0.0,96.01,0.0
11714,2.08,37.64,5.19,40000,4.88,140,12.66,1.8,100.0,91.6,0.0
19438,2.27,33.22,6.15,49133,3.5,184,14.85,2.73,100.0,94.5,0.0
15289,2.39,26.53,14.34,41049,6.09,134,11.82,5.06,100.0,95.03,0.0
26303,2.67,16.52,16.87,86972,1.23,195,7.25,2.77,100.0,97.33,0.0
11151,2.86,26.61,6.91,36301,8.57,166,9.53,3.34,0.0,92.51,0.0
50686,3.6,29.39,4.59,57156,4.9,296,11.8,12.96,100.0,97.47,0.0
16896,3.11,24.16,7.42,63697,2.09,466,5.53,5.34,58.3,96.96,0.0
68183,3.01,24.87,10.6,60714,2.43,390,5.9,5.46,99.52,96.35,0.0
48404,2.39,24.63,12.27,53778,8.08,304,14.02,4.77,100.0,96.01,0.0
515342,3.21,31.16,8.0,25157,25.32,170,11.54,12.4,99.97,95.21,4.88
14544,3.12,26.18,6.83,51033,4.11,542,7.51,6.57,42.9,95.6,0.0
34882,2.32,21.79,19.51,29252,16.91,139,11.2,3.25,100.0,87.8,0.0
13371,2.81,26.28,12.41,41969,5.86,224,8.68,4.21,76.34,94.83,0.0
14865,2.72,26.01,15.22,20244,34.5,145,14.98,7.22,0.0,90.8,0.0
15414,2.89,24.56,12.7,27605,20.96,145,14.68,5.11,0.0,85.51,0.0
24458,2.78,24.06,14.09,51311,3.34,247,7.04,5.82,100.0,97.39,0.0
11207,2.72,26.72,18.33,44762,4.73,202,6.47,1.71,96.05,97.44,0.0
17400,2.89,30.68,11.27,37766,11.76,200,10.65,6.18,100.0,92.29,0.0
18519,2.82,48.06,6.61,30182,23.4,115,6.68,3.91,0.0,97.38,0.0
33574,2.63,26.06,8.28,42979,7.77,155,12.72,3.25,100.0,92.59,0.0
57483,2.68,32.55,14.68,24876,20.43,112,13.75,4.05,100.0,89.25,6.84
18923,3.27,29.52,8.05,23896,24.31,176,10.98,13.95,0.0,94.56,0.0
18334,2.67,25.82,13.19,39483,7.67,88,9.32,3.92,100.0,94.48,0.0
11389,3.01,28.62,8.53,24317,24.2,103,13.03,11.2,0.0,78.39,0.0
14579,2.54,25.91,13.53,41694,9.0,128,9.25,2.92,100.0,93.89,0.0
15945,2.91,22.68,11.43,36886,3.75,143,4.98,3.43,69.81,97.27,0.0
11768,2.83,22.89,13.59,69743,2.33,216,3.91,4.24,100.0,97.9,0.0
28880,2.71,19.25,17.05,46682,2.42,203,6.78,2.75,90.75,96.79,0.0
164164,3.01,30.37,9.0,28843,22.79,183,15.47,11.74,100.0,92.65,3.86
36118,1.6,23.07,15.91,33657,11.43,272,15.57,1.87,100.0,94.74,0.0
231636,2.47,31.43,10.4,27675,23.5,137,15.12,6.99,100.0,92.54,5.41
80071,2.51,37.58,7.38,35332,15.04,133,11.19,3.03,92.66,89.5,9.09
22113,3.27,27.89,1.74,43743,2.85,104,8.47,5.84,0.0,94.69,0.0
10152,2.76,24.68,11.46,37832,3.89,127,12.08,4.62,100.0,98.08,0.0
103439,2.79,32.56,10.69,35138,17.99,276,10.84,8.41,100.0,91.85,10.73
27910,3.05,27.41,4.85,45144,8.82,163,12.2,6.39,100.0,91.75,0.0
55076,2.78,27.08,10.34,30757,18.88,152,12.03,6.81,100.0,90.71,0.0
17885,2.58,29.56,12.8,32128,18.74,204,13.98,5.38,0.0,90.71,0.0
21174,2.21,18.83,27.51,33282,9.5,255,9.84,2.57,99.32,60.29,0.0
18548,2.93,21.37,9.66,58426,2.48,112,5.53,3.72,100.0,96.06,0.0
95333,2.56,27.75,11.3,32611,15.59,125,11.85,4.64,99.68,92.22,4.23
207951,2.42,35.77,7.94,42212,11.8,154,11.97,3.13,100.0,92.64,7.02
14302,4.18,63.14,4.21,23542,41.77,346,2.83,20.52,0.0,96.17,0.0
87492,3.29,31.78,7.72,18874,36.56,249,16.34,16.47,100.0,88.35,3.09
14816,2.85,25.19,6.51,43308,2.54,139,7.53,3.02,0.0,95.49,0.0
106209,4.06,35.51,5.84,28004,22.51,196,9.9,28.02,100.0,96.19,9.73
19530,2.95,28.51,5.8,50714,2.89,242,8.33,4.02,69.47,96.06,0.0
465622,2.42,35.98,6.63,33481,17.93,165,13.62,5.83,100.0,88.53,2.77
56475,2.83,26.78,8.07,52927,3.47,136,7.65,4.47,97.18,94.64,3.45
18004,2.54,24.53,15.89,25589,19.21,114,11.5,4.57,0.0,89.84,0.0
169759,2.66,30.98,14.03,36261,15.3,242,10.72,5.33,100.0,92.14,4.85
20807,2.57,30.4,14.83,23415,22.9,132,12.92,5.36,0.0,91.93,0.0
12195,2.77,26.13,12.43,28070,18.61,161,8.96,6.38,0.0,84.27,0.0
17906,2.42,20.95,21.35,30490,10.82,206,11.45,3.53,100.0,81.15,0.0
21884,2.63,23.6,12.42,35137,7.05,131,13.14,4.87,100.0,97.15,0.0
10978,2.84,25.22,10.67,58764,1.6,259,9.2,4.3,100.0,96.22,0.0
20585,2.43,26.07,16.81,28261,16.68,122,10.45,5.61,100.0,94.14,0.0
11432,2.54,24.2,12.62,43669,3.14,142,9.48,2.52,100.0,97.28,0.0
96397,2.35,25.45,15.0,28203,16.08,139,15.09,3.82,100.0,92.44,5.79
435146,2.45,27.17,11.44,32969,15.32,182,15.22,5.78,99.63,88.02,3.83
36426,2.44,27.79,14.84,28816,18.55,143,10.96,2.89,100.0,93.7,0.0
19801,2.87,42.55,11.83,31760,20.2,152,9.96,3.84,0.0,94.94,0.0
94279,3.58,30.88,7.88,40369,9.29,257,10.85,17.1,100.0,96.69,0.0
188082,2.61,25.74,14.86,43305,11.03,268,9.21,6.69,100.0,95.42,5.92
61492,2.34,21.72,18.96,53544,5.51,212,9.6,2.36,100.0,79.58,6.45
13083,2.95,23.78,6.89,52105,3.23,211,8.24,3.99,0.0,87.13,0.0
14514,3.58,47.34,7.68,40020,10.89,196,5.59,3.53,0.0,95.82,0.0
104352,2.86,26.2,8.12,62641,4.22,320,10.33,5.25,100.0,96.54,0.0
33485,2.47,26.35,15.06,47077,3.71,153,7.68,2.72,100.0,95.4,0.0
16433,2.67,26.49,14.0,21545,26.25,181,17.86,7.57,100.0,89.28,0.0
40709,3.03,31.68,10.03,23685,21.16,180,12.71,4.74,100.0,93.57,0.0
782248,3.13,30.37,6.56,50281,9.31,334,11.64,12.42,100.0,96.47,1.55
13954,3.19,53.37,10.44,32469,23.4,181,6.63,3.79,0.0,93.38,0.0
29802,3.4,27.1,7.91,53257,5.17,281,8.28,3.11,100.0,92.98,0.0
33510,2.47,24.68,14.98,51090,8.31,327,10.72,6.35,100.0,88.5,0.0
33997,2.84,26.23,8.14,33063,15.23,134,12.2,7.47,0.0,91.31,0.0
28028,2.45,23.42,11.0,75571,1.8,253,8.45,2.86,92.67,95.83,0.0
14049,2.47,26.42,15.54,25406,19.77,181,13.95,3.16,0.0,92.23,0.0
27850,4.29,37.95,3.97,25559,21.26,190,7.89,30.21,100.0,97.25,0.0
16196,2.48,25.76,16.57,37135,9.27,221,10.45,3.29,94.41,88.85,0.0
18604,2.65,29.62,13.69,30570,10.69,100,9.55,4.53,0.0,93.94,0.0
11538,3.04,23.75,12.71,64063,1.23,396,5.0,4.88,100.0,97.63,0.0
14731,2.92,36.22,5.31,43529,4.44,179,9.7,2.48,68.82,85.22,0.0
43467,2.6,28.38,13.9,29304,21.79,197,14.35,5.94,100.0,93.1,24.17
14621,3.07,30.98,10.06,46275,3.14,227,7.14,3.99,60.79,94.76,0.0
21907,2.34,21.86,19.67,28164,10.27,124,8.73,2.85,0.0,95.4,0.0
30897,2.85,28.08,9.82,29549,15.65,172,12.99,7.1,0.0,93.5,0.0
395934,2.49,28.82,8.89,38553,10.83,190,13.26,4.26,100.0,93.29,6.88
11451,2.45,19.07,19.35,34747,11.56,220,11.68,3.43,0.0,93.53,0.0
27347,2.53,26.57,15.07,32170,12.13,161,12.18,3.8,100.0,93.04,0.0
152466,2.45,26.7,13.57,27487,18.18,184,15.18,4.27,100.0,89.33,7.01
13038,2.19,16.37,11.78,70587,3.28,384,17.18,2.35,100.0,97.0,0.0
24529,3.03,21.25,6.08,60301,2.5,215,6.83,4.55,100.0,94.42,0.0
12224,2.97,27.62,5.49,41136,7.03,209,8.64,4.96,100.0,90.23,0.0
34997,2.79,26.68,10.25,44123,4.28,143,9.56,4.94,100.0,94.28,0.0
14467,2.93,20.11,9.68,56219,2.51,227,4.81,2.74,84.41,96.83,0.0
16389,2.67,28.66,12.87,31040,8.8,121,11.01,4.71,0.0,93.95,0.0
13145,2.61,28.54,13.47,26836,20.75,147,12.99,6.1,0.0,92.29,0.0
17283,2.45,27.8,13.15,38322,7.42,153,15.5,3.51,100.0,94.84,0.0
15940,3.06,57.65,7.97,31318,32.21,254,5.86,2.62,0.0,94.74,0.0
21625,2.9,29.94,14.68,39668,5.8,222,7.15,4.57,100.0,93.67,0.0
24152,2.89,22.18,11.06,85531,2.1,325,5.56,4.33,100.0,96.4,0.0
13883,3.0,27.28,11.73,29419,16.54,183,10.4,9.25,0.0,91.54,0.0
49366,2.49,21.23,16.66,47647,3.29,192,7.39,3.35,100.0,97.83,0.0
14903,2.27,19.67,24.63,41855,4.42,175,8.08,3.01,100.0,97.45,0.0
23079,2.49,23.15,16.92,25812,22.03,155,14.58,3.93,0.0,87.22,0.0
496938,2.64,28.67,11.67,22182,31.63,177,15.11,8.72,99.96,83.45,5.08
34311,3.09,29.24,10.16,13785,44.08,83,15.97,11.15,100.0,85.3,0.0
60738,3.11,28.54,12.85,36808,16.42,210,8.0,11.86,100.0,96.09,5.71
91444,2.77,28.25,12.31,41897,8.05,187,12.74,7.56,100.0,96.24,5.71
23101,2.56,27.69,11.83,31516,14.41,170,13.59,4.34,100.0,93.65,0.0
24825,2.67,24.48,13.95,51815,4.16,280,7.2,4.47,100.0,97.65,0.0
52315,2.79,28.32,6.07,43970,7.33,178,9.08,2.86,98.41,91.06,0.0
19899,2.79,27.85,10.82,35327,9.58,136,13.93,5.63,100.0,97.45,0.0
54063,2.6,27.13,12.43,48331,4.13,286,9.07,5.29,100.0,94.95,0.0
196278,2.6,27.92,12.37,28220,22.43,153,13.52,5.66,100.0,91.09,4.93
15216,3.43,28.64,1.66,47298,3.64,165,5.5,6.76,100.0,98.03,0.0
42523,2.43,24.64,18.57,23707,20.44,135,12.82,4.37,100.0,91.47,4.04
18230,2.42,25.35,15.23,31083,12.1,155,12.8,2.9,0.0,93.01,0.0
56177,2.62,27.16,11.21,38250,7.09,118,8.91,4.01,100.0,97.19,0.0
41042,2.65,26.19,7.9,44381,4.21,112,10.07,3.43,100.0,95.87,0.0
12490,3.0,27.04,13.28,24682,23.22,198,14.35,8.94,0.0,87.94,0.0
17384,2.44,20.75,25.51,27264,15.11,149,12.32,4.16,0.0,85.86,0.0
12235,2.94,24.59,12.81,40497,5.43,166,7.78,6.16,0.0,84.92,0.0
98052,2.89,39.87,10.63,28488,21.17,193,12.24,5.32,97.73,91.85,18.39
50323,2.76,29.59,7.21,36981,10.34,130,13.18,5.66,100.0,96.67,0.0
16322,2.52,27.86,12.55,29546,15.71,143,13.34,3.95,0.0,96.44,0.0
16543,2.1,15.9,31.81,29015,14.01,221,11.88,2.06,100.0,68.6,0.0
65585,2.72,28.95,10.16,51144,5.76,304,9.92,5.28,100.0,92.85,20.74
16581,2.37,25.8,15.8,26721,18.55,118,15.12,3.45,0.0,93.31,0.0
11511,2.75,26.35,8.7,48647,3.77,82,8.96,3.52,50.33,97.15,0.0
632270,2.46,34.21,8.22,32867,17.26,166,13.93,4.82,100.0,92.42,2.97
51418,2.63,27.84,12.17,43209,8.83,250,10.52,4.35,100.0,91.81,4.4
12135,3.73,33.35,9.05,29331,17.53,246,9.7,23.51,100.0,97.57,0.0
11354,2.41,23.23,16.88,28264,13.45,110,10.56,3.22,0.0,94.24,0.0
18167,2.48,27.11,12.92,30214,14.7,135,12.93,2.74,0.0,92.51,0.0
142216,3.62,31.94,7.12,38700,12.52,263,10.79,20.74,100.0,95.28,4.14
12142,2.55,28.5,11.75,30720,13.44,155,14.1,4.28,0.0,92.82,0.0
21947,2.42,28.4,13.71,31974,11.3,156,14.24,3.29,0.0,92.62,0.0
10448,2.21,27.16,14.94,42431,7.31,125,10.98,5.2,100.0,94.79,0.0
31896,2.51,26.16,9.11,61645,7.17,270,13.6,5.13,100.0,86.6,0.0
1630553,2.64,30.53,7.54,30248,20.74,166,15.07,9.93,100.0,84.92,3.36
24174,2.74,24.23,12.83,51514,4.59,300,8.33,3.82,100.0,96.64,0.0
18906,2.69,26.8,14.39,21311,37.31,118,13.72,9.4,0.0,92.64,0.0
54052,2.57,26.73,10.88,43541,8.46,157,11.01,6.52,100.0,96.11,0.0
95802,2.43,37.35,9.16,39990,10.7,370,9.51,4.33,100.0,93.87,4.06
13989,2.48,24.92,17.24,26537,18.67,101,11.06,4.77,0.0,94.96,0.0
28158,2.76,23.25,13.24,35959,5.32,133,5.92,2.71,90.4,97.53,0.0
75491,2.5,30.11,15.26,35711,12.8,232,10.84,4.49,100.0,93.3,7.04
13950,3.33,30.75,9.41,28303,12.97,109,6.81,17.21,100.0,96.1,0.0
21265,3.67,69.67,4.91,33193,44.66,190,4.1,3.07,0.0,95.0,0.0
19749,2.56,21.28,14.36,61182,2.59,150,7.8,2.45,100.0,95.97,0.0
10582,2.97,23.99,9.22,47748,3.11,213,6.39,4.69,17.13,97.51,0.0
736014,2.66,27.66,12.39,28217,21.87,176,15.65,9.11,100.0,91.04,3.5
22869,2.3,20.18,19.73,47751,5.17,288,11.39,3.05,100.0,96.25,0.0
12388,2.8,29.25,12.48,32529,10.81,136,8.89,4.11,0.0,97.36,0.0
77010,2.87,29.21,9.34,41190,7.83,183,10.62,9.0,100.0,96.17,0.0
84021,3.37,30.81,9.52,23809,32.75,158,9.11,16.21,100.0,87.09,0.0
33840,2.26,25.73,12.81,36784,13.01,157,15.74,3.13,100.0,93.87,0.0
53418,2.76,24.96,15.01,65070,3.61,431,6.86,3.3,91.77,95.88,1.01
12623,3.19,25.61,5.56,62410,1.74,362,6.06,6.05,100.0,95.53,0.0
26506,2.92,30.97,6.13,37049,6.68,153,12.51,6.88,100.0,92.56,0.0
27334,2.73,25.06,15.71,31085,14.93,147,10.22,6.62,0.0,90.35,0.0
52422,3.13,24.72,4.73,71710,1.9,247,7.98,5.68,100.0,96.73,0.0
45061,2.44,24.97,16.34,50419,5.72,234,8.24,4.32,100.0,95.66,0.0
27341,2.29,22.1,27.04,25156,14.17,151,11.98,5.54,100.0,85.93,0.0
25399,2.72,39.16,13.71,31494,17.15,191,6.8,3.61,0.0,96.41,0.0
46561,2.92,29.01,3.91,53292,2.02,192,8.38,5.22,100.0,95.88,0.0
24692,3.34,30.62,1.98,30187,8.96,88,6.72,7.57,100.0,96.28,0.0
46951,2.49,24.15,15.22,31332,14.42,169,14.85,3.97,100.0,95.85,0.0
43426,2.39,23.15,20.76,30542,9.28,127,13.17,3.42,100.0,88.31,0.0
20075,2.61,27.79,11.06,32578,8.67,130,12.69,2.71,100.0,86.78,0.0
10434,2.99,28.61,4.48,39622,3.86,143,9.28,3.84,100.0,92.31,0.0
14061,2.61,24.24,15.11,59397,5.18,368,8.82,4.22,100.0,89.67,0.0
90454,4.05,33.51,5.42,25699,27.5,215,13.12,27.96,100.0,96.06,9.52
23087,2.52,25.94,18.16,30338,15.58,152,12.48,3.98,0.0,92.49,0.0
26763,2.52,29.29,8.16,33391,7.44,128,14.22,3.05,100.0,91.32,0.0
20586,2.62,23.46,13.04,47847,4.21,179,8.39,3.13,100.0,97.23,0.0
20592,2.52,34.11,11.52,27983,17.05,153,15.16,3.9,0.0,93.4,0.0
10005,2.56,24.5,18.31,24047,24.78,144,16.38,6.76,0.0,86.85,0.0
34438,2.56,34.09,12.67,31773,18.04,120,9.82,3.47,0.0,91.9,0.0
11194,2.36,24.88,17.46,25111,20.8,137,14.03,2.44,0.0,92.48,0.0
17176,2.88,33.81,6.45,26760,8.4,154,8.52,4.51,0.0,96.73,0.0
14583,3.06,23.73,12.6,53505,2.34,373,4.94,5.6,100.0,97.74,0.0
73557,2.82,25.05,11.56,48519,4.87,324,10.79,6.27,100.0,97.41,0.0
10092,2.63,17.45,15.76,78324,1.33,364,5.69,2.93,100.0,97.21,0.0
13030,2.52,23.98,14.81,31250,9.09,112,7.78,3.86,0.0,95.38,0.0
13874,2.58,39.16,11.06,71989,4.57,183,8.73,2.43,100.0,92.83,0.0
30326,2.53,26.2,15.94,27045,18.65,165,14.22,4.5,100.0,91.67,0.0
51881,2.51,24.78,16.8,26610,18.03,117,10.62,4.14,100.0,91.13,0.0
23138,2.73,24.41,10.08,39344,7.84,167,12.7,5.17,0.0,95.59,0.0
11041,2.81,25.48,4.04,48159,2.7,98,10.29,3.75,100.0,97.37,0.0
18405,2.53,29.29,12.97,35180,11.85,152,14.83,5.76,100.0,94.31,0.0
16113,2.9,27.63,7.17,36092,6.62,155,10.84,3.71,0.0,94.91,0.0
39788,2.48,26.0,9.08,53472,3.04,138,9.36,2.32,100.0,94.28,0.0
25787,2.83,30.45,11.66,59807,3.72,326,7.48,3.5,93.97,94.47,0.0
22539,2.84,24.31,11.36,60921,2.1,386,6.07,4.8,100.0,97.88,0.0
11354,2.35,28.69,12.87,45050,6.99,186,12.11,3.82,100.0,54.83,0.0
25594,2.85,28.78,9.6,48506,3.26,181,8.14,4.84,84.31,96.91,0.0
11952,2.76,29.61,15.7,28932,17.24,183,8.53,4.69,0.0,90.38,0.0
43877,2.5,27.93,14.29,31659,13.92,208,11.19,3.89,100.0,93.77,0.0
17460,2.79,23.2,9.45,49619,3.69,239,11.16,4.79,100.0,96.35,0.0
13279,2.3,26.85,12.06,51820,5.83,210,8.98,3.82,100.0,94.64,0.0
22205,2.72,25.33,14.36,31757,14.9,148,10.6,6.14,0.0,88.26,0.0
610337,2.66,28.77,11.02,27178,22.96,185,15.52,7.36,100.0,92.46,8.68
19460,2.95,30.61,9.92,38400,5.04,237,7.94,3.67,90.82,92.72,0.0
12823,2.46,32.0,16.3,20606,29.11,106,13.01,3.27,0.0,86.82,0.0
36676,2.59,51.91,7.04,31197,26.41,132,7.13,2.48,0.0,89.86,0.0
18219,1.99,35.23,5.34,65085,5.55,315,14.35,1.77,100.0,94.66,0.0
12183,2.41,24.77,18.12,28031,18.5,135,14.04,3.88,0.0,94.13,0.0
15624,2.77,27.83,9.2,42160,3.67,91,7.82,4.92,100.0,96.12,0.0
15076,2.41,23.26,16.14,26411,17.44,127,15.27,3.78,0.0,94.48,0.0
50618,2.77,23.2,13.02,38177,7.87,352,9.19,5.62,100.0,83.18,0.0
21507,2.48,26.08,15.05,30901,10.19,134,13.56,4.35,0.0,94.96,0.0
35308,2.87,23.88,7.39,56332,2.3,107,6.77,4.1,100.0,93.78,0.0
11873,2.54,21.6,13.15,52279,5.29,358,9.31,3.24,0.0,90.72,0.0
122700,2.51,30.4,8.84,31587,19.56,133,15.33,6.02,100.0,93.93,11.6
30093,2.76,25.49,13.23,50718,4.88,323,7.48,6.13,100.0,96.7,0.0
58724,2.63,24.99,15.39,23155,28.12,167,13.95,8.34,98.92,86.72,5.56
12257,3.0,41.83,12.99,21123,36.18,158,11.2,9.64,0.0,86.72,0.0
47923,2.63,26.22,6.21,61296,3.32,163,10.52,3.1,100.0,89.52,0.0
13241,2.6,25.16,15.78,26313,19.15,106,10.34,4.47,0.0,88.98,0.0
19505,1.99,11.44,38.78,58498,6.19,344,9.37,1.43,100.0,64.1,5.92
11804,2.17,20.86,15.24,33892,12.63,118,17.92,4.12,100.0,90.76,0.0
26866,2.88,30.07,9.71,22980,29.91,184,14.95,10.2,100.0,86.47,0.0
27725,2.68,28.5,6.36,44012,7.18,165,12.53,5.58,0.0,92.0,0.0
74625,2.68,28.67,4.43,41945,6.62,179,13.38,4.17,100.0,93.17,6.67
32921,3.8,32.69,10.84,16656,44.47,153,7.6,22.95,100.0,78.5,0.0
16370,2.53,23.49,17.57,24301,19.95,163,14.52,2.9,0.0,89.22,0.0
11265,2.39,20.79,17.63,30546,11.0,141,9.14,2.91,0.0,94.55,0.0
13894,2.74,25.09,11.83,50103,6.68,206,9.8,3.64,100.0,96.92,0.0
61284,3.08,29.45,10.97,32170,16.82,198,11.62,13.17,100.0,94.15,0.0
112301,2.48,25.52,13.0,34010,9.52,136,13.12,3.39,99.25,93.91,3.87
15085,2.49,23.82,16.43,31552,10.6,142,13.62,2.3,0.0,92.22,0.0
39983,2.77,22.49,10.12,54903,3.66,215,7.89,3.92,94.86,94.9,0.0
11656,2.59,27.75,11.21,30861,12.68,171,16.16,5.9,0.0,91.24,0.0
28082,2.44,24.98,14.48,31786,11.33,123,12.34,3.39,0.0,95.53,0.0
13178,3.02,27.35,8.87,50825,1.88,162,7.42,5.15,97.97,93.86,0.0
35481,2.51,26.59,13.63,37862,9.67,109,11.96,3.32,0.0,91.74,0.0
37446,2.54,28.42,12.51,25355,24.71,139,17.02,6.52,100.0,93.84,0.0
24453,2.49,22.97,16.19,33344,10.68,117,9.6,3.65,93.33,95.18,0.0
77671,2.81,28.03,12.35,44224,7.75,229,11.58,7.52,100.0,96.1,0.0
10531,3.07,22.5,7.47,73524,1.67,352,5.85,4.35,90.78,97.91,0.0
13176,2.68,28.64,11.99,16038,35.13,118,18.29,8.98,100.0,92.08,0.0
10592,2.31,20.94,17.2,42660,8.21,229,14.89,2.8,0.0,95.95,0.0
110330,2.74,30.88,5.28,64717,6.44,243,10.84,3.82,100.0,95.35,0.0
17173,2.61,33.58,14.56,29054,16.04,167,11.17,2.64,0.0,93.94,0.0
41967,2.95,29.47,12.54,32701,15.19,215,11.72,11.11,100.0,94.61,10.34
23219,2.57,25.51,10.72,38123,5.96,113,9.7,4.08,100.0,97.44,0.0
100217,3.13,28.8,4.87,56756,3.56,267,10.93,7.78,100.0,96.64,0.0
36427,2.73,23.6,5.3,62126,1.54,249,7.6,3.12,100.0,96.17,0.0
21816,2.78,24.74,7.94,51420,2.49,187,7.76,3.49,100.0,96.21,0.0
48622,2.44,25.19,15.4,38005,9.74,194,11.11,3.49,100.0,93.63,0.0
10639,2.91,27.24,11.35,38404,13.81,142,12.19,7.67,100.0,95.66,0.0
21044,2.96,26.9,11.04,47018,5.98,201,8.82,7.8,100.0,96.66,0.0
17301,2.74,23.08,10.2,52826,3.65,174,8.25,3.53,100.0,94.7,0.0
13790,2.44,22.97,19.59,47068,3.43,181,6.77,3.37,100.0,88.26,0.0
34874,2.8,28.53,12.21,43096,6.06,185,7.75,5.83,100.0,92.82,4.55
19757,2.57,22.74,14.07,83876,2.62,398,6.92,3.93,100.0,96.14,0.0
19027,3.06,22.59,5.92,56218,2.24,260,6.46,3.65,0.0,94.94,0.0
53797,2.9,27.73,7.82,45694,3.35,131,9.86,5.49,97.68,93.13,0.0
55002,2.66,34.62,8.65,29277,22.01,148,11.19,7.11,100.0,89.99,0.0
10398,2.53,36.19,12.6,20465,33.2,123,13.56,3.76,0.0,89.78,0.0
19378,2.89,19.86,12.59,87031,2.85,371,6.31,4.79,100.0,96.76,0.0
21652,2.73,21.64,13.3,65102,3.21,359,6.66,4.35,100.0,97.37,0.0
26359,2.46,23.36,14.91,33145,10.74,149,10.78,3.81,0.0,87.3,0.0
13035,2.72,27.46,10.93,47402,4.99,259,8.26,3.68,73.23,95.31,0.0
16312,2.77,24.17,15.68,26076,25.36,173,14.49,5.27,0.0,90.73,0.0
